Customer,State,Customer Lifetime Value,Response,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Month,Day Of Week
PD33979,Oregon,4892.435461,No,0,High School or Below,,M,21709,1,Married,62,28,17,0,3,Personal Auto,Personal L2,Offer2,Branch,408.374746,Four-Door Car,2,2,4
NK71023,Nevada,9942.304791,No,1,Bachelor,,M,67890,1,Single,85,23,57,0,2,Personal Auto,Personal L2,Offer4,Agent,408.0,Four-Door Car,0,1,2
AB13432,California,3735.838129,No,0,Bachelor,,M,0,1,Single,110,3,16,0,1,Personal Auto,Personal L3,Offer1,Agent,792.0,SUV,1,1,1
OZ97704,California,13117.52215,No,0,High School or Below,,F,84311,1,Single,111,11,98,4,2,Personal Auto,Personal L3,Offer3,Call Center,532.8,SUV,0,2,0
UF46533,California,4574.524094,No,0,College,,F,99316,1,Single,114,26,53,0,1,Corporate Auto,Corporate L3,Offer2,Branch,754.358929,SUV,1,1,6
XP47431,Arizona,5470.060561,Yes,1,Bachelor,,F,54507,1,Married,138,20,11,0,1,Personal Auto,Personal L1,Offer2,Agent,702.990032,SUV,1,2,3
GK73582,California,2978.84601,No,1,Bachelor,,F,64586,0,Single,76,3,17,0,1,Personal Auto,Personal L1,Offer3,Branch,206.837111,Four-Door Car,1,1,3
RV98763,Oregon,6410.967544,No,1,College,,M,61709,0,Married,82,5,41,2,7,Personal Auto,Personal L3,Offer3,Branch,275.395894,Four-Door Car,1,2,1
II62831,California,4479.023088,No,0,Master,,M,94656,0,Married,111,12,79,1,1,Special Auto,Special L2,Offer4,Web,459.738128,SUV,1,1,5
XK33449,California,2383.731879,No,0,High School or Below,,F,0,1,Single,69,5,40,0,1,Special Auto,Special L3,Offer4,Branch,496.8,Two-Door Car,0,2,5
TR85083,California,2764.493659,No,0,Bachelor,,M,61085,1,Married,70,27,34,1,1,Personal Auto,Personal L3,Offer2,Branch,336.0,Two-Door Car,1,1,3
EO95328,Oregon,7920.105377,No,0,Bachelor,,F,89284,1,Married,67,7,31,3,2,Personal Auto,Personal L2,Offer4,Agent,321.6,Two-Door Car,0,1,3
EN21086,Arizona,6889.097981,No,0,High School or Below,,F,0,1,Divorced,63,6,12,0,2,Personal Auto,Personal L2,Offer1,Branch,302.4,Four-Door Car,0,1,6
YL83902,Washington,3274.194616,No,1,Bachelor,,F,31686,1,Married,81,11,33,0,1,Personal Auto,Personal L3,Offer1,Agent,430.994107,Four-Door Car,0,1,1
ZW25874,Oregon,2521.555686,No,0,Bachelor,,M,53703,2,Single,67,3,45,2,1,Special Auto,Special L3,Offer1,Branch,67.632476,Four-Door Car,1,2,2
MW70227,California,6047.02516,Yes,1,College,,M,20396,1,Married,76,15,60,1,4,Personal Auto,Personal L1,Offer1,Branch,364.8,Four-Door Car,1,2,5
SL22297,California,11140.30248,No,2,Master,,F,27679,1,Single,150,30,28,0,3,Personal Auto,Personal L1,Offer1,Call Center,722.486994,SUV,1,1,4
RV14138,Nevada,4334.064096,Yes,1,Bachelor,,F,23904,1,Single,123,1,67,3,1,Personal Auto,Personal L3,Offer1,Agent,590.4,SUV,1,2,6
UO62808,Arizona,2799.74791,No,0,High School or Below,,F,65351,1,Married,69,4,54,0,1,Corporate Auto,Corporate L1,Offer2,Call Center,481.027516,Four-Door Car,1,2,4
FL34139,California,3688.110888,No,0,High School or Below,,M,0,1,Single,63,0,54,3,7,Personal Auto,Personal L2,Offer1,Call Center,669.682001,Four-Door Car,1,2,3
XX12304,California,2924.976721,No,0,College,,F,64459,0,Married,72,16,64,0,1,Personal Auto,Personal L1,Offer2,Branch,240.259479,Four-Door Car,1,1,6
OY38576,Oregon,9277.233839,No,0,High School or Below,,F,71416,1,Divorced,116,10,0,0,3,Corporate Auto,Corporate L3,Offer2,Agent,556.8,SUV,1,1,1
BG76355,Washington,6274.123875,No,1,Bachelor,,F,68964,2,Married,78,15,6,0,3,Personal Auto,Personal L3,Offer3,Web,115.086827,Four-Door Car,1,1,0
IP66913,California,3886.647414,No,1,High School or Below,,M,78108,1,Single,98,12,34,0,1,Personal Auto,Personal L3,Offer2,Agent,470.4,Two-Door Car,0,1,1
LE95702,California,4386.277558,Yes,0,College,,M,10621,1,Single,67,28,22,0,5,Special Auto,Special L3,Offer1,Agent,321.6,Four-Door Car,1,2,4
KX54357,Washington,11365.26766,No,1,College,,M,84910,0,Married,95,4,69,0,2,Corporate Auto,Corporate L3,Offer2,Web,383.167471,Two-Door Car,0,1,5
EZ78112,California,5610.96434,No,0,High School or Below,,F,77493,0,Single,70,2,35,0,3,Special Auto,Special L3,Offer1,Agent,307.963291,Four-Door Car,1,2,3
XN16891,Arizona,2912.892035,No,0,College,,M,81097,1,Divorced,74,7,67,0,1,Personal Auto,Personal L1,Offer4,Agent,355.2,Four-Door Car,0,2,0
XK31350,Oregon,6915.729915,No,1,College,,F,96610,1,Married,85,6,23,0,3,Corporate Auto,Corporate L1,Offer4,Call Center,520.364752,Four-Door Car,2,1,1
CC30924,Oregon,6262.663307,No,2,College,,M,30110,0,Married,159,20,71,0,1,Corporate Auto,Corporate L3,Offer4,Agent,466.436375,Sports Car,0,2,5
IT78748,Oregon,6503.397049,Yes,1,High School or Below,,F,22081,1,Married,84,1,9,0,6,Special Auto,Special L3,Offer1,Agent,451.670309,Two-Door Car,0,2,5
KY33386,Washington,8007.399376,Yes,0,High School or Below,,F,0,1,Divorced,112,12,93,0,3,Personal Auto,Personal L3,Offer1,Web,537.6,Sports Car,1,1,6
CO44221,California,2929.916512,No,0,College,,M,98473,1,Married,72,19,69,0,1,Personal Auto,Personal L1,Offer2,Branch,345.6,Four-Door Car,1,1,6
LK60013,Oregon,5969.55297,No,0,Bachelor,,F,97431,1,Married,74,1,72,0,3,Personal Auto,Personal L2,Offer3,Branch,355.2,Four-Door Car,1,1,2
DE21533,California,5473.15987,No,0,Bachelor,,M,93870,1,Divorced,69,1,96,0,8,Personal Auto,Personal L2,Offer1,Call Center,331.2,Four-Door Car,1,2,2
YS94121,Nevada,5645.396665,No,0,High School or Below,,M,50366,1,Divorced,72,9,5,0,9,Personal Auto,Personal L1,Offer1,Call Center,428.734656,Four-Door Car,0,2,6
UK68427,Washington,6369.262355,Yes,1,High School or Below,,M,34498,1,Single,83,30,72,0,7,Personal Auto,Personal L3,Offer2,Branch,398.4,Two-Door Car,0,1,3
TE49565,Oregon,11833.76732,No,0,College,,F,16552,1,Married,103,23,53,0,2,Personal Auto,Personal L3,Offer2,Call Center,494.4,SUV,0,1,0
RA88421,Oregon,6121.107929,No,1,College,,F,26787,1,Married,77,7,50,0,5,Personal Auto,Personal L3,Offer3,Branch,369.6,Four-Door Car,1,1,0
KQ51983,Nevada,5159.369746,No,0,College,,M,0,1,Single,74,2,42,0,9,Personal Auto,Personal L1,Offer1,Branch,831.752839,Two-Door Car,1,2,3
CD88896,Nevada,2514.59196,Yes,0,High School or Below,,F,43860,2,Single,65,15,58,0,1,Corporate Auto,Corporate L3,Offer2,Agent,156.124914,Four-Door Car,1,2,0
YV22553,Arizona,8668.611261,No,0,High School or Below,,M,21474,0,Married,114,13,72,2,9,Corporate Auto,Corporate L3,Offer1,Agent,373.428187,SUV,0,2,6
WU14435,California,4960.965384,No,0,Bachelor,,M,18174,1,Married,66,8,16,0,9,Corporate Auto,Corporate L1,Offer1,Agent,395.934815,Four-Door Car,0,2,5
XV84099,Arizona,5504.139033,Yes,0,Bachelor,,F,0,1,Married,73,18,45,0,5,Corporate Auto,Corporate L1,Offer1,Call Center,350.4,Four-Door Car,1,2,1
RI24911,Arizona,7507.455372,Yes,0,College,,M,60920,0,Single,64,10,61,0,2,Personal Auto,Personal L3,Offer2,Agent,231.201886,Two-Door Car,1,2,6
HI14283,Oregon,5657.031588,No,2,Bachelor,,F,0,1,Married,152,12,89,0,1,Personal Auto,Personal L3,Offer1,Web,729.6,SUV,0,2,1
PT50227,Arizona,5061.757902,No,0,High School or Below,,M,0,1,Married,68,19,16,0,8,Personal Auto,Personal L3,Offer3,Call Center,326.4,Two-Door Car,1,2,2
BH36570,California,5912.783829,No,0,Bachelor,,M,72208,1,Married,73,3,84,0,8,Personal Auto,Personal L3,Offer1,Branch,350.4,Two-Door Car,0,1,1
TX17484,California,15182.27975,No,0,Bachelor,,F,53863,2,Married,63,12,30,0,2,Personal Auto,Personal L2,Offer1,Web,105.765111,Four-Door Car,2,2,3
CT41158,Washington,10747.03094,No,1,College,,M,66446,0,Divorced,136,8,77,0,3,Corporate Auto,Corporate L1,Offer2,Branch,639.464548,SUV,2,2,4
AO87348,Washington,2050.623512,No,0,College,,M,0,1,Single,61,18,26,0,1,Personal Auto,Personal L3,Offer2,Agent,292.8,Four-Door Car,0,2,2
DE55857,Washington,2465.444865,No,0,Bachelor,,F,64997,1,Single,63,7,99,1,1,Personal Auto,Personal L3,Offer2,Agent,383.442328,Four-Door Car,0,1,6
LF66923,Nevada,5343.121327,No,0,High School or Below,,F,64460,1,Married,66,18,42,0,3,Corporate Auto,Corporate L3,Offer2,Agent,316.8,Two-Door Car,0,2,4
CN24514,Arizona,8119.829071,No,0,College,,F,46618,2,Married,67,22,77,0,2,Personal Auto,Personal L1,Offer3,Agent,99.085943,Four-Door Car,2,1,4
UW32074,Oregon,4605.265164,No,0,College,,F,0,1,Divorced,64,13,64,0,4,Corporate Auto,Corporate L3,Offer1,Branch,307.2,Four-Door Car,0,2,0
HP36979,California,6408.785577,No,1,College,,M,49988,1,Married,84,6,37,5,5,Personal Auto,Personal L2,Offer2,Web,566.935022,Two-Door Car,2,2,3
PP40919,California,2376.533508,No,1,College,,F,0,1,Single,91,2,8,5,1,Personal Auto,Personal L1,Offer1,Agent,436.8,Two-Door Car,1,1,0
RO73268,California,3211.070017,No,1,Bachelor,,M,16269,1,Divorced,86,6,84,0,1,Corporate Auto,Corporate L2,Offer3,Agent,412.8,Two-Door Car,1,2,1
HO61691,Arizona,5094.522262,No,0,Bachelor,,F,72006,1,Divorced,64,4,38,0,3,Personal Auto,Personal L1,Offer4,Agent,307.2,Four-Door Car,1,2,6
HR10526,California,8044.73072,No,0,Master,,M,44320,1,Married,67,13,79,0,2,Personal Auto,Personal L2,Offer1,Call Center,321.6,Four-Door Car,1,1,1
IA63417,Arizona,4001.519098,No,2,High School or Below,,F,19782,1,Divorced,108,13,66,0,1,Personal Auto,Personal L3,Offer3,Web,773.470977,Two-Door Car,1,2,2
PK52952,Arizona,8544.411077,No,0,Doctor,,M,28224,1,Single,109,13,13,0,8,Personal Auto,Personal L3,Offer1,Call Center,523.2,SUV,1,2,0
OD76309,Washington,7805.31287,Yes,0,College,,F,21073,1,Divorced,106,25,54,1,3,Personal Auto,Personal L3,Offer1,Agent,508.8,SUV,0,1,3
IL28481,Oregon,6112.756868,No,1,Bachelor,,M,63243,0,Married,77,21,73,0,3,Personal Auto,Personal L3,Offer4,Call Center,364.240307,Four-Door Car,2,2,5
GY55092,Nevada,4772.943848,Yes,1,High School or Below,,M,20993,1,Divorced,133,35,90,0,1,Personal Auto,Personal L3,Offer2,Agent,638.4,SUV,1,2,4
UF33451,Oregon,10979.09559,No,1,Bachelor,,F,94827,0,Married,135,5,64,0,4,Personal Auto,Personal L3,Offer1,Agent,354.729129,SUV,1,2,0
CF15558,California,5004.263818,No,0,Master,,F,39161,0,Married,63,18,83,1,4,Personal Auto,Personal L3,Offer2,Call Center,283.995953,Two-Door Car,0,1,6
JM62924,Washington,13223.04379,No,1,Bachelor,,M,37534,1,Married,84,2,0,2,2,Personal Auto,Personal L3,Offer3,Branch,403.2,Four-Door Car,1,2,2
EM66435,Oregon,2623.31543,No,0,Bachelor,,F,80210,2,Divorced,65,30,28,0,1,Corporate Auto,Corporate L3,Offer1,Agent,20.543176,Four-Door Car,1,2,6
JI71369,California,5106.111827,No,0,College,,F,30110,2,Married,64,2,4,0,5,Personal Auto,Personal L1,Offer1,Web,140.165035,Four-Door Car,1,2,1
GU66096,Arizona,5457.342569,No,0,High School or Below,,M,94731,1,Married,67,23,65,0,4,Personal Auto,Personal L2,Offer2,Agent,321.6,Four-Door Car,1,2,2
UC33108,California,6563.644143,No,1,Bachelor,,M,32375,1,Married,83,17,83,0,6,Personal Auto,Personal L1,Offer1,Agent,398.4,Four-Door Car,0,2,1
LW93867,Oregon,4812.525221,No,0,College,,M,16531,2,Married,63,0,40,0,4,Corporate Auto,Corporate L1,Offer1,Web,102.879769,Four-Door Car,1,1,0
XW90265,Arizona,5773.520711,No,0,Bachelor,,F,81676,1,Married,72,21,86,0,8,Personal Auto,Personal L2,Offer1,Agent,463.158502,Two-Door Car,0,2,1
HS67749,California,6847.1189,No,1,College,,M,71038,2,Married,86,15,56,0,3,Corporate Auto,Corporate L1,Offer4,Agent,205.444066,Four-Door Car,1,1,1
VZ51506,Arizona,3595.31286,No,0,High School or Below,,F,0,1,Single,103,20,43,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,741.6,Sports Car,1,1,4
AE98193,Washington,7859.414569,No,0,High School or Below,,M,0,1,Single,113,19,10,0,7,Personal Auto,Personal L1,Offer1,Branch,813.6,SUV,1,1,5
AZ74055,Oregon,4115.577437,No,2,High School or Below,,M,52405,1,Married,103,2,27,0,1,Personal Auto,Personal L3,Offer4,Call Center,494.4,Four-Door Car,1,2,2
XS76911,Arizona,5029.638777,No,1,High School or Below,,F,0,1,Married,133,3,89,0,1,Personal Auto,Personal L3,Offer1,Agent,795.864079,Sports Car,0,2,4
AY40674,Washington,4821.418454,No,1,Bachelor,,F,26583,1,Married,128,6,46,4,1,Personal Auto,Personal L2,Offer2,Agent,614.4,SUV,1,2,6
NA12740,Oregon,5004.310469,No,0,Master,,M,25486,2,Married,65,15,53,0,3,Special Auto,Special L3,Offer1,Web,72.438681,Two-Door Car,1,2,3
UA84837,Arizona,8630.053943,No,2,College,,M,24065,1,Divorced,111,30,1,0,5,Corporate Auto,Corporate L2,Offer1,Branch,532.8,Four-Door Car,1,1,6
DJ51510,Arizona,9322.08512,No,2,High School or Below,,F,70435,2,Married,116,0,50,0,4,Personal Auto,Personal L3,Offer3,Agent,67.881546,Four-Door Car,1,2,3
OH60605,Oregon,3652.532435,No,1,High School or Below,,F,39679,1,Married,92,2,85,0,1,Personal Auto,Personal L3,Offer2,Branch,641.388616,Two-Door Car,1,2,2
UO98052,Nevada,6158.601171,No,1,College,,M,0,0,Single,89,13,45,0,5,Personal Auto,Personal L2,Offer1,Web,342.481173,Four-Door Car,1,1,4
NC53424,California,4376.083958,No,0,Bachelor,,M,0,1,Married,69,21,70,4,3,Personal Auto,Personal L2,Offer4,Web,331.2,Two-Door Car,1,1,4
LQ13873,Nevada,5569.456156,No,0,High School or Below,,M,53565,1,Married,71,27,34,1,6,Personal Auto,Personal L3,Offer1,Agent,340.8,Four-Door Car,0,2,1
LA97014,Washington,2576.513006,No,0,Bachelor,,M,37574,1,Married,66,19,14,1,1,Personal Auto,Personal L1,Offer1,Agent,412.101933,Two-Door Car,1,2,3
NB79936,Washington,8346.983233,No,2,Bachelor,,M,48259,2,Single,108,14,79,0,3,Personal Auto,Personal L2,Offer1,Branch,73.700573,Two-Door Car,1,2,2
NT89061,Arizona,6323.923864,No,1,High School or Below,,F,78532,1,Married,78,25,87,0,3,Personal Auto,Personal L3,Offer2,Call Center,374.4,Four-Door Car,1,1,4
AF10970,Arizona,5973.14343,No,0,Bachelor,,F,96163,1,Married,73,23,90,0,3,Corporate Auto,Corporate L3,Offer1,Call Center,350.4,Four-Door Car,1,2,0
ZG48513,California,4706.676993,No,0,Bachelor,,M,0,1,Single,72,0,86,0,7,Personal Auto,Personal L2,Offer1,Agent,345.6,Four-Door Car,1,2,3
JQ59145,California,8093.410258,No,0,High School or Below,,M,0,1,Married,114,9,72,1,5,Personal Auto,Personal L1,Offer1,Agent,722.024742,Sports Car,1,2,5
FE84989,Washington,5035.744643,No,0,College,,M,72672,0,Married,63,7,39,0,5,Personal Auto,Personal L2,Offer2,Call Center,259.361117,Four-Door Car,2,1,6
JT52858,Oregon,9027.867218,No,2,Bachelor,,F,99002,1,Married,112,33,75,1,8,Personal Auto,Personal L1,Offer3,Branch,537.6,Four-Door Car,1,1,0
MC62068,California,7288.884849,No,1,High School or Below,,M,79494,0,Married,91,19,30,0,3,Personal Auto,Personal L2,Offer4,Agent,396.295614,Four-Door Car,2,1,5
RH42306,Arizona,4992.063043,No,0,Bachelor,,F,0,1,Single,71,6,5,0,3,Corporate Auto,Corporate L2,Offer3,Web,653.388564,Four-Door Car,0,1,3
US23612,Oregon,9102.267849,No,2,High School or Below,,F,26049,2,Married,118,17,6,0,6,Personal Auto,Personal L2,Offer1,Call Center,121.032372,Two-Door Car,2,1,2
WV76014,Arizona,2540.407726,No,0,Doctor,,M,70125,2,Single,64,21,77,0,1,Special Auto,Special L2,Offer2,Branch,92.813396,Four-Door Car,1,1,6
RK96223,California,12941.89193,No,0,College,,M,52369,1,Married,110,34,49,1,2,Personal Auto,Personal L3,Offer1,Agent,528.0,SUV,1,1,5
MF82000,Washington,2365.348601,No,0,Bachelor,,F,0,2,Married,66,25,51,2,1,Special Auto,Special L2,Offer2,Branch,159.636956,Four-Door Car,1,1,3
FM46980,Arizona,5720.765064,No,0,College,,M,41770,1,Married,72,0,60,0,9,Personal Auto,Personal L1,Offer2,Branch,476.156957,Four-Door Car,0,2,4
SY56792,Oregon,7035.534088,No,2,High School or Below,,M,0,1,Divorced,101,16,88,0,8,Corporate Auto,Corporate L3,Offer3,Web,727.2,Four-Door Car,1,1,1
RF61565,California,2636.97773,No,0,College,,M,31911,1,Married,67,33,27,0,1,Personal Auto,Personal L3,Offer2,Agent,321.6,Four-Door Car,1,1,5
IM94808,Nevada,5395.831967,No,0,Bachelor,,M,70051,2,Married,68,15,69,0,8,Corporate Auto,Corporate L3,Offer4,Web,42.078345,Four-Door Car,1,2,0
VI14730,Oregon,8382.630118,Yes,0,High School or Below,,M,19683,1,Married,117,17,41,1,9,Personal Auto,Personal L2,Offer1,Web,561.6,Sports Car,1,2,4
RR77985,Oregon,2887.742258,No,1,Bachelor,,F,0,1,Single,80,24,95,0,1,Personal Auto,Personal L1,Offer1,Call Center,676.944023,Four-Door Car,1,1,0
VC22097,Washington,8714.922135,Yes,0,College,,F,0,1,Divorced,118,14,64,0,4,Corporate Auto,Corporate L3,Offer1,Agent,566.4,SUV,1,2,0
TM23514,Oregon,10272.6082,No,1,College,,M,60145,0,Single,132,8,28,0,3,Personal Auto,Personal L3,Offer3,Web,580.473259,SUV,1,1,5
MQ68407,Oregon,4376.363592,Yes,2,Bachelor,,F,63774,2,Divorced,111,18,63,0,1,Personal Auto,Personal L3,Offer2,Agent,60.036683,Four-Door Car,1,2,0
GJ59592,California,5318.89664,Yes,0,Bachelor,,F,25134,1,Married,67,3,0,0,6,Corporate Auto,Corporate L2,Offer2,Call Center,321.6,Four-Door Car,0,1,2
FY56083,Oregon,4719.762191,No,0,Bachelor,,M,37057,2,Married,61,5,48,1,6,Personal Auto,Personal L2,Offer1,Agent,47.53101,Four-Door Car,0,2,6
UA94723,Oregon,4428.031583,Yes,0,High School or Below,,F,58577,0,Married,110,6,62,0,1,Personal Auto,Personal L3,Offer1,Agent,303.872752,SUV,1,1,5
FW91032,California,5879.176092,No,0,High School or Below,,M,85857,2,Married,73,3,19,0,6,Corporate Auto,Corporate L2,Offer4,Agent,100.620067,Four-Door Car,1,2,6
DE34457,Oregon,9416.908485,No,0,Doctor,,F,70602,0,Married,116,8,47,0,3,Personal Auto,Personal L3,Offer3,Call Center,481.339891,SUV,0,1,5
HD32044,Oregon,8288.155579,No,2,Master,,F,33816,1,Divorced,106,10,97,2,3,Corporate Auto,Corporate L3,Offer1,Branch,508.8,Four-Door Car,1,1,1
AH84063,Oregon,4719.450052,No,1,College,,F,89642,2,Married,121,11,20,4,1,Corporate Auto,Corporate L3,Offer3,Call Center,86.320022,SUV,1,2,4
QA17596,California,3903.474784,No,1,Bachelor,,F,60068,1,Married,98,17,75,0,1,Personal Auto,Personal L3,Offer2,Agent,470.4,Two-Door Car,0,1,0
XI41052,California,5457.259678,No,1,Bachelor,,F,50044,1,Single,139,16,14,0,1,Personal Auto,Personal L2,Offer3,Call Center,667.2,SUV,1,1,6
DI30528,California,2725.356404,Yes,0,Master,,F,36650,2,Married,69,2,70,1,1,Personal Auto,Personal L3,Offer2,Web,56.60333,Four-Door Car,2,1,0
SC66359,Arizona,4433.97368,No,0,College,,F,50653,2,Married,110,29,42,0,1,Corporate Auto,Corporate L3,Offer4,Agent,262.865172,SUV,0,2,0
EN61670,Arizona,5332.462694,Yes,0,Doctor,,F,68931,0,Married,66,32,30,0,7,Personal Auto,Personal L1,Offer2,Branch,309.577946,Four-Door Car,1,2,1
DQ10761,Oregon,2315.094985,No,0,Bachelor,,M,0,1,Single,73,14,39,1,1,Corporate Auto,Corporate L3,Offer1,Branch,350.4,Four-Door Car,1,1,6
BQ51587,California,5411.953687,No,0,College,,F,0,1,Single,73,1,22,0,5,Personal Auto,Personal L2,Offer2,Call Center,365.364581,Four-Door Car,1,2,0
JE21522,California,9587.33234,No,1,Bachelor,,M,39266,1,Married,80,33,31,0,2,Personal Auto,Personal L2,Offer4,Branch,384.0,Four-Door Car,1,2,5
ZA64638,Nevada,9764.945308,No,1,High School or Below,,F,0,1,Single,98,24,11,1,2,Personal Auto,Personal L2,Offer2,Web,705.6,Four-Door Car,0,2,0
EW38459,Nevada,2567.151468,No,0,Bachelor,,F,40864,2,Married,65,2,75,0,1,Corporate Auto,Corporate L1,Offer2,Web,9.51528,Four-Door Car,1,2,6
QW87316,Oregon,2650.622781,No,0,College,,F,39035,0,Divorced,68,15,65,0,1,Personal Auto,Personal L2,Offer2,Agent,244.564334,Four-Door Car,1,1,3
IC43478,California,11264.36334,No,1,Bachelor,,M,34923,1,Single,98,23,82,0,2,Personal Auto,Personal L1,Offer1,Call Center,639.105556,Two-Door Car,1,1,5
TE34064,California,2168.523464,No,0,High School or Below,,M,0,1,Single,63,1,56,0,1,Personal Auto,Personal L3,Offer2,Agent,453.6,Four-Door Car,1,1,3
WU60905,California,8610.667489,No,0,High School or Below,,F,0,1,Married,111,27,36,0,9,Corporate Auto,Corporate L1,Offer3,Web,532.8,SUV,1,2,6
YM18992,California,2834.646235,No,0,College,,F,24506,1,Divorced,71,7,47,0,1,Personal Auto,Personal L1,Offer1,Agent,511.2,Two-Door Car,1,2,2
PD55753,Oregon,8930.139728,No,1,High School or Below,,M,0,1,Married,82,25,63,0,2,Personal Auto,Personal L1,Offer4,Call Center,554.522969,Four-Door Car,1,2,2
KU56006,Arizona,5536.386959,No,0,College,,F,52220,1,Married,70,17,42,1,5,Personal Auto,Personal L2,Offer1,Call Center,336.0,Four-Door Car,0,1,4
MJ69973,Arizona,2840.85429,No,0,High School or Below,,M,0,1,Married,74,17,73,0,1,Personal Auto,Personal L3,Offer1,Call Center,402.449823,Two-Door Car,1,2,6
TW43626,California,8082.880956,No,0,College,,M,53554,1,Married,67,6,5,0,2,Personal Auto,Personal L2,Offer1,Agent,327.020539,Four-Door Car,2,1,4
XX84133,California,5254.734278,No,0,Bachelor,,M,34476,2,Married,67,23,49,1,3,Corporate Auto,Corporate L2,Offer4,Call Center,5.3953,Four-Door Car,1,2,4
ZW84453,Arizona,5116.237577,No,0,Bachelor,,F,0,2,Married,70,1,11,0,5,Personal Auto,Personal L2,Offer1,Web,131.401291,Four-Door Car,1,1,5
HO29524,California,3034.646997,No,1,College,,M,68205,2,Married,76,35,14,0,1,Personal Auto,Personal L1,Offer4,Branch,99.382943,Two-Door Car,1,2,4
VE89726,California,8024.89992,No,0,High School or Below,,F,0,1,Single,119,6,48,1,8,Personal Auto,Personal L1,Offer3,Branch,856.8,SUV,1,1,5
PX90263,Oregon,5121.563312,No,0,High School or Below,,M,0,1,Single,72,2,22,0,5,Personal Auto,Personal L3,Offer1,Branch,518.4,Four-Door Car,1,2,5
NI17718,California,2150.178588,No,0,High School or Below,,F,0,1,Single,61,28,31,0,1,Personal Auto,Personal L3,Offer2,Web,292.8,Four-Door Car,1,2,2
FY32213,California,5595.389905,Yes,0,High School or Below,,F,74454,1,Single,71,25,29,0,3,Personal Auto,Personal L3,Offer2,Call Center,340.8,Four-Door Car,1,2,5
RZ13254,Nevada,7562.824036,No,0,Bachelor,,F,0,1,Single,73,23,91,0,2,Personal Auto,Personal L1,Offer2,Branch,350.4,Four-Door Car,2,1,5
GN45013,Oregon,5385.853211,No,0,High School or Below,,M,29664,1,Married,71,1,69,0,3,Personal Auto,Personal L1,Offer1,Agent,340.8,Four-Door Car,1,2,6
UB16654,Washington,4718.558501,No,0,Master,,M,15680,0,Divorced,64,20,29,0,8,Personal Auto,Personal L3,Offer4,Web,260.879903,Four-Door Car,1,2,6
KU84464,Nevada,9422.567923,No,1,Bachelor,,F,47272,2,Married,79,17,17,3,2,Personal Auto,Personal L3,Offer1,Call Center,64.546877,Four-Door Car,1,1,0
YH43527,Oregon,3605.860265,No,1,College,,F,21585,1,Married,92,35,61,0,1,Corporate Auto,Corporate L2,Offer4,Agent,441.6,Four-Door Car,1,1,4
RO30676,California,7762.590564,No,2,College,,F,23827,2,Married,106,18,77,2,3,Personal Auto,Personal L3,Offer1,Agent,37.910623,Four-Door Car,1,1,0
QH19450,California,2558.178159,No,0,High School or Below,,F,0,1,Single,72,7,77,0,1,Corporate Auto,Corporate L3,Offer1,Call Center,345.6,Four-Door Car,0,1,4
HR85211,Washington,5123.170887,No,0,Master,,F,89879,2,Married,63,17,20,0,3,Personal Auto,Personal L3,Offer2,Web,94.030308,Two-Door Car,1,1,4
